train_size,val_acc
random_seed,123
0,0.7389830508474573
2,0.7977401129943499
4,0.8305084745762709
8,0.8172413793103446
16,0.7084821428571428
32,0.7930817610062892
64,0.8148936170212765
128,0.863235294117647
177,0.8805555555555555
train_size,val_acc
random_seed,234
0,0.7389830508474577
2,0.6553672316384181
4,0.8220338983050843
8,0.8387931034482754
16,0.7316964285714287
32,0.8169811320754714
64,0.8553191489361698
128,0.8705882352941176
177,0.8930555555555554
train_size,val_acc
random_seed,456
0,0.7389830508474576
2,0.6062146892655369
4,0.8305084745762709
8,0.6887931034482762
16,0.7075892857142858
32,0.8610062893081761
64,0.827659574468085
128,0.8661764705882353
177,0.9125
train_size,val_acc
random_seed,789
0,0.7389830508474576
2,0.7107344632768361
4,0.8525423728813554
8,0.8482758620689652
16,0.6910714285714288
32,0.8364779874213837
64,0.8510638297872339
128,0.8544117647058823
177,0.8791666666666665
train_size,val_acc
random_seed,983
0,0.7389830508474577
2,0.6881355932203388
4,0.8440677966101692
8,0.8810344827586204
16,0.8392857142857141
32,0.8635220125786159
64,0.8446808510638294
128,0.8441176470588235
177,0.8708333333333335
